txt_id,text,dataset
cymbalta.177,"Initially; dizziness, brain zaps, weight loss, nausea. These dissipated after a couple of months. Now I have night sweats and my body temperature has increased. My weight has stablised and I am seven pounds heavier than I used to be, but I have a decreased appetite. As others have said, the withdrawals happen very quickly - I get pins and needles in my face and tongue (how bizzarre!) within hours of missing a dose. I have found that this has helped my depression and anxiety very much. I no longer have suicidal thoughts (which i had lived with for fifteen years), I no longer am extremely anxious and negative. It has not helped my hypersomnia - I can still sleep for up to 14 hours a day. Am looking at changing my meds (I also take a small dose of Lamictal every day) as I am very unmotivated and slightly depressed at the moment but I think t could be to do with my life circumstances which aren't great right now.",PsyTar
cymbalta.178,nan,PsyTar
cymbalta.179,"Major weight gain, 30 lbs in 2 years Works great for my depression, but caused excessive hunger leading to a 30 lb weight gain in 2 years.  My doctor took me off it 4 days ago and immediatly switched me over to Wellbutrin XL the next day.  I have been having terrible withdrawl symtoms almost immedatly after stopping the med, dizziness, headache, nausea, sweating, I went back to the doctor today and got Cymbalta 30 mg tabs (I had been on 60mg) and now are being weened gradually while still continuing the Wellbutrin XL. After taking the 30 mg tab this morning I already feel much better.  Be careful coming off this, it is a very powerful drug.",PsyTar
cymbalta.180,"Increased sweatiness, extremely oily skin and acne, weight gain, strange dreams, alternating insomnia and then fatigue, and constipation. After taking Cymbalta for about 8 weeks, I felt a lot better mentally.  I recently was diagnosed with Polycystic Ovary Syndrome and Cymbalta is a terrible choice for PCOS patients as it can raise insulin levels (which causes weight gain and lots of the other side effects that are already PCOS issues).  I have just weaned off this onto Lexapro and don't seem to have any serious side effects.  My skin is clearer and the sweatiness has subsided.",PsyTar
cymbalta.181,"hot sweats, regular powerful muscle aches, loss of sexual libdo, 40 lbs weight gain I don't know if its worth it",PsyTar
cymbalta.182,"Insomnia, dry mouth, constipation, nausea I had a really rough year last year which included a fmaily member dying, getting out of a bad relationship, and almost getting kicked out of school. My doctor put me on 30mg for a week then bumped me up to 60mg which I've been on for 2 months. It has worked wonders for me. The best time for me to take it is around 5pm with a good meal. This gets rid of nausea and lessens the insomnia and dry mouth. I take a stool softener to help with the constipation. I get to taper down to 30mg in about 3 weeks then eventually get back to normal life",PsyTar
cymbalta.183,"On 60 mg, took away depression, took away anger 'Lizzie Borden' complex.  On 120 mg 11 months later, depression has lifted and general anxiety has decreased overall, but I feel like I am always 'shaking' and 'cannot breathe', and I cannot sleep any longer than 3 hours per night. I have been taking Cymbalta (60 mg once a day) since late December 2007.  I was amazed at how quickly it began to lift my mood.  It also greatly lessened what I have heard called the 'Lizzy Borden' complex ( extreme anger and outbursts).  I am bi-polar, and have also taken Lamictal 100 mg once per day on and off in the past.  In the past two weeks however,  my mood really dropped, and I was feeling suicidal.  The doctor then put me back on Lamictal and told me to stay on it, and raised my Cymbalta level to 120 mg.  I started taking the higher dose this past Monday (11-3-08).  Today is Sunday, 11-9-08.  In the past three nights, I have been experiencing insomnia.  I am really, really shaky, nervous, a bit tense and I feel like I am having heart palpitations.  The other night I had a very strange dream that my husband was married to my mother and he was 'dating' me, although he wasn't supposed to.  I was also pregnant in the dream!  Kind of freaked me out.  ",PsyTar
cymbalta.184,"I love Cymbalta.  No negative sexual side effects, no brain zaps - but I consistently take it.  Definately not weight gain.. not sure on a decrease.  Yes - you may have difficulty sleeping, I take Trazadone but have for years. I did a rapid decline on my cymbalta because I lost my insurance.  I was on 60s and did a few days of 30's and quite.  I didn't have bad withdrawal... I didn't think but about a week later I started having severe pain on my right back side.  A few days later I was in the hospital with bilateral pulmonary emboli.  I am a low risk person (no smoking, low weight, am on birth control) but I definately believe that my PEs were a result of the rapid decline in Cymbalta.  I did have a body rash (Malasezia) and other symptoms of my body experiencing a pH or general shift.  I also had a pleural effusion and was hospitalized for over a day.  It was very very difficult to get my pain under control - they had me maxed out on narcotics.  It was determined that the withdrawal of Cymbalta was giving me additional muscle spasms/tinges and I went back on 30 mg of Cymbalta to help with my level 12 pain - and it worked...  Weird but true.",PsyTar
cymbalta.185,nan,PsyTar
cymbalta.186,"Insomnia, decreased appetite (though that's a good thing in my case; the depression had me overeating). Cymbalta has changed my life.  I didn't realize how bad my depression was until looking back on it--I wasn't motivated to do anything, had paranoid delusions, was always achy and unwell, and was just generally unhappy.  I started Cymbalta after finally dragging myself to the doctor at my mother's insistence, beginning on 30mg for one week and moving up to 60mg.  I noticed a difference within the first week.  Now, it's an incredible change; I feel like I'm a *person* again.  I have been experiencing insomnia due to it, but with 25mg of Trazodone, that's evened out wonderfully.  I'm so happy with this medicine!",PsyTar
